,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Storey Unit,Main Location,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Property era
3935,5.0,5.0,4.0,2.0,2.0,1.0,2.0,Kashmir Highway,True,False,False,False,0,Recently Built
4351,5.0,26.0,5.0,2.0,2.0,1.0,1.0,F-8,True,False,False,False,0,Modern Era
133,5.0,50.0,5.0,2.0,2.0,3.0,3.0,F-7,False,False,False,False,0,Brand New (2025)
1942,4.0,5.0,4.0,1.0,1.0,1.0,2.0,B-17,False,False,False,False,0,Modern Era
6228,6.0,14.0,7.0,1.0,1.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Recently Built
4114,6.0,8.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,1,Brand New (2025)
245,5.0,7.0,4.0,2.0,2.0,2.0,2.0,Gulberg Residencia,False,False,False,False,0,Brand New (2025)
5316,3.0,3.0,2.0,1.0,1.0,1.0,1.0,Ghauri Town,True,False,False,False,0,Recently Built
5347,2.0,5.0,4.0,1.0,1.0,1.0,2.0,Park Road,False,False,False,True,0,Brand New (2025)
3052,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4767,6.0,20.0,6.0,1.0,2.0,2.0,1.0,DHA Phase 2,True,False,False,False,0,Recently Built
203,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
37,6.0,20.0,5.0,1.0,1.0,2.0,2.0,Soan Garden,False,False,False,False,1,Recently Built
6395,6.0,8.0,4.0,1.0,2.0,1.0,2.0,F-17,False,False,False,True,1,Brand New (2025)
5533,5.0,5.0,4.0,1.0,2.0,1.0,2.0,River Garden,False,False,False,False,0,Recently Built
996,6.0,5.0,6.0,1.0,2.0,2.0,2.0,Mumtaz City,True,False,False,False,0,Brand New (2025)
2047,6.0,20.0,6.0,1.0,2.0,1.0,2.0,PWD Housing Scheme,False,False,False,False,0,Recently Built
2730,6.0,10.0,4.0,1.0,2.0,1.0,2.0,Emaar Canyon Views,False,False,False,False,1,Brand New (2025)
4598,4.0,7.0,4.0,1.0,2.0,1.0,1.0,G-11,False,False,True,True,0,Modern Era
2386,4.0,9.0,4.0,1.0,2.0,1.0,1.0,F-11,False,False,False,False,0,Established
5035,4.0,5.0,3.0,2.0,3.0,1.0,3.0,B-17,False,False,False,False,0,Brand New (2025)
1005,6.0,40.0,5.0,2.0,2.0,2.0,1.0,DHA Phase 2,False,False,False,False,0,Modern Era
2537,3.0,5.0,2.0,1.0,2.0,1.0,2.0,Arsalan Town,False,False,False,False,1,Recently Built
670,6.0,5.0,5.0,1.0,1.0,1.0,2.0,H-13,False,False,False,False,0,Brand New (2025)
3032,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Modern Era
5687,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
3412,7.0,10.0,7.0,1.0,1.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
881,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Recently Built
225,3.0,8.0,3.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,0,Modern Era
1039,5.0,5.0,5.0,1.0,1.0,1.0,1.0,MPCHS - Multi Gardens,True,False,False,True,0,Brand New (2025)
5513,6.0,10.0,5.0,1.0,2.0,1.0,2.0,F-17,False,False,False,False,1,Brand New (2025)
6058,3.0,20.0,3.0,1.0,1.0,1.0,1.0,G-16,False,False,False,False,0,Recently Built
5860,5.0,4.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
2415,5.0,20.0,3.0,1.0,1.0,1.0,2.0,DHA Phase 5,False,False,False,False,1,Recently Built
851,6.0,10.0,6.0,1.0,3.0,1.0,2.0,Top City 1,False,False,False,False,0,Modern Era
2066,7.0,13.0,7.0,1.0,2.0,1.0,2.0,I-8,True,False,True,True,1,Modern Era
2526,6.0,6.0,4.0,1.0,1.0,1.0,1.0,Soan Garden,False,False,True,False,0,Brand New (2025)
4914,6.0,10.0,6.0,1.0,2.0,1.0,1.0,G-13,False,False,True,False,0,Recently Built
6365,7.0,14.0,7.0,1.0,2.0,1.0,1.0,B-17,False,True,False,True,0,Brand New (2025)
2034,6.0,22.0,9.0,2.0,3.0,2.0,3.0,DHA Phase 2,False,False,False,True,0,Brand New (2025)
3106,5.0,9.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,1,Brand New (2025)
3219,6.0,8.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Brand New (2025)
4857,6.0,20.0,5.0,2.0,1.0,1.0,1.0,DHA Phase 3,False,False,False,False,0,Recently Built
4599,5.0,8.0,5.0,1.0,2.0,1.0,2.0,G-16,False,False,False,False,1,Recently Built
3917,6.0,5.0,5.0,1.0,2.0,1.0,2.0,G-14,False,False,True,False,0,Brand New (2025)
5514,7.0,20.0,7.0,1.0,2.0,1.0,2.0,F-8,False,False,False,False,0,Modern Era
651,5.0,8.0,5.0,1.0,1.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Brand New (2025)
4422,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
3043,5.0,7.0,5.0,1.0,1.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
3742,5.0,5.0,5.0,1.0,2.0,1.0,2.0,Sihala,False,False,True,True,1,Brand New (2025)
1896,3.0,5.0,3.0,1.0,2.0,1.0,2.0,Airport Enclave,True,False,False,False,0,Brand New (2025)
5818,5.0,6.0,5.0,1.0,1.0,1.0,2.0,G-10,True,False,False,False,1,Brand New (2025)
1900,6.0,15.0,7.0,1.0,3.0,1.0,1.0,Bahria Garden City,False,False,False,False,0,Brand New (2025)
307,6.0,20.0,7.0,1.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
3830,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
764,6.0,34.0,6.0,2.0,2.0,1.0,1.0,DHA Phase 5,False,False,False,False,0,Recently Built
3794,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 3,False,False,False,False,0,Brand New (2025)
4086,6.0,20.0,6.0,1.0,2.0,1.0,1.0,Park Enclave,False,False,False,False,0,Recently Built
1045,7.0,10.0,7.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,True,False,0,Recently Built
5974,6.0,20.0,5.0,1.0,2.0,2.0,1.0,DHA Phase 2,False,False,False,False,0,Recently Built
3130,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
3947,7.0,11.0,6.0,1.0,1.0,1.0,3.0,F-6,True,False,False,False,0,Vintage
4078,7.0,7.0,5.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,False,1,Brand New (2025)
857,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
1898,5.0,8.0,4.0,1.0,2.0,1.0,1.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
2048,6.0,14.0,6.0,1.0,1.0,1.0,2.0,PWD Housing Scheme,False,False,False,False,0,Brand New (2025)
4308,6.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
4988,5.0,12.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
6372,2.0,4.0,2.0,1.0,1.0,1.0,3.0,Blue Area,False,False,False,False,0,Recently Built
1313,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Modern Era
5765,13.0,16.0,10.0,1.0,3.0,2.0,3.0,G-15,False,False,False,True,0,Brand New (2025)
1860,4.0,7.0,4.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,0,Recently Built
5410,7.0,20.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,True,1,Brand New (2025)
6345,6.0,40.0,7.0,2.0,1.0,1.0,2.0,F-11,False,False,False,False,0,Modern Era
3405,5.0,5.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Recently Built
5384,6.0,24.0,8.0,2.0,2.0,2.0,1.0,G-15,False,False,False,False,0,Modern Era
5593,5.0,7.0,5.0,1.0,2.0,1.0,2.0,G-9,True,False,False,False,1,Brand New (2025)
5365,3.0,4.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,1,Brand New (2025)
1010,6.0,20.0,5.0,2.0,2.0,1.0,1.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
5955,4.0,5.0,4.0,1.0,2.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,1,Brand New (2025)
1061,6.0,14.0,7.0,1.0,2.0,1.0,2.0,B-17,True,False,False,False,1,Brand New (2025)
2872,3.0,8.0,2.0,1.0,1.0,1.0,1.0,Jinnah Gardens,False,False,False,False,0,Brand New (2025)
5690,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4227,6.0,8.0,7.0,1.0,2.0,1.0,3.0,Green Avenue,False,False,True,False,1,Brand New (2025)
4360,6.0,20.0,5.0,1.0,1.0,1.0,2.0,DHA Phase 3,False,False,False,False,0,Brand New (2025)
754,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
111,3.0,8.0,3.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,True,1,Recently Built
6452,7.0,20.0,8.0,1.0,3.0,2.0,2.0,Top City 1,False,False,False,False,0,Recently Built
1905,5.0,8.0,4.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Brand New (2025)
5665,7.0,20.0,6.0,1.0,1.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Recently Built
1326,7.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
6208,6.0,30.0,6.0,1.0,2.0,2.0,2.0,Bahria Garden City,False,False,False,False,0,Recently Built
3247,5.0,26.0,4.0,2.0,2.0,2.0,1.0,F-11,True,False,False,False,0,Established
1110,3.0,4.0,3.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
472,2.0,5.0,2.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,1,Recently Built
3047,6.0,30.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Recently Built
2979,6.0,48.0,7.0,1.0,2.0,2.0,3.0,G-6,True,False,False,True,0,Brand New (2025)
1368,6.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Modern Era
1178,5.0,10.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,False,True,False,False,0,Brand New (2025)
5606,6.0,11.0,5.0,2.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,True,0,Brand New (2025)
1318,6.0,10.0,5.0,1.0,2.0,1.0,1.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
3700,6.0,7.0,6.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
240,7.0,11.0,7.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
220,6.0,16.0,6.0,2.0,1.0,1.0,2.0,F-11,False,False,False,False,0,Recently Built
2258,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
665,6.0,6.0,5.0,2.0,2.0,1.0,2.0,H-13,True,False,True,False,0,Brand New (2025)
3739,6.0,10.0,6.0,1.0,2.0,1.0,1.0,Bani Gala,True,False,False,False,0,Brand New (2025)
4522,5.0,5.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
1908,7.0,11.0,7.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
1606,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
5660,6.0,10.0,7.0,1.0,2.0,1.0,2.0,E-17,False,False,False,False,0,Modern Era
1876,6.0,50.0,6.0,2.0,2.0,1.0,2.0,F-8,True,False,False,False,0,Established
4687,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Airport Green Garden,False,False,False,False,1,Brand New (2025)
5676,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
470,2.0,5.0,2.0,1.0,2.0,2.0,2.0,DHA Valley,False,False,False,False,0,Brand New (2025)
2660,4.0,11.0,4.0,1.0,2.0,1.0,2.0,F-11,False,False,False,False,0,Brand New (2025)
3666,6.0,10.0,6.0,2.0,2.0,2.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Modern Era
5979,6.0,20.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,True,False,False,1,Brand New (2025)
2987,6.0,66.0,7.0,2.0,2.0,1.0,3.0,G-6,True,False,False,False,0,Recently Built
2753,6.0,5.0,5.0,1.0,2.0,1.0,1.0,Ghauri Town,False,False,False,False,0,Recently Built
5939,3.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Recently Built
449,7.0,20.0,6.0,2.0,2.0,1.0,3.0,F-10,True,False,False,False,0,Modern Era
1200,6.0,8.0,5.0,1.0,2.0,1.0,1.0,DHA Phase 5,False,False,False,False,1,Brand New (2025)
1734,6.0,20.0,5.0,1.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
5218,6.0,40.0,8.0,2.0,2.0,2.0,3.0,DHA Phase 2,False,False,False,False,0,Recently Built
5928,7.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
3173,6.0,14.0,7.0,1.0,2.0,1.0,2.0,PWD Housing Scheme,False,False,False,False,1,Brand New (2025)
3260,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,True,False,False,False,0,Brand New (2025)
5234,5.0,26.0,5.0,2.0,2.0,1.0,2.0,F-8,False,False,False,True,0,Established
2190,2.0,4.0,2.0,1.0,1.0,1.0,1.0,Chatha Bakhtawar,False,False,True,False,1,Recently Built
1115,5.0,5.0,5.0,1.0,2.0,1.0,1.0,Mumtaz City,False,True,False,False,1,Recently Built
1149,5.0,18.0,5.0,1.0,1.0,1.0,2.0,F-6,False,False,False,False,0,Modern Era
68,6.0,10.0,6.0,1.0,1.0,1.0,1.0,D-12,True,False,False,False,0,Recently Built
2849,5.0,4.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
5855,6.0,14.0,6.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
4847,6.0,7.0,5.0,1.0,2.0,1.0,2.0,FECHS,False,False,True,False,0,Brand New (2025)
2528,5.0,6.0,5.0,1.0,2.0,2.0,2.0,Soan Garden,False,False,False,False,0,Modern Era
3202,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 5,False,True,False,False,0,Recently Built
1638,6.0,20.0,5.0,2.0,2.0,1.0,1.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
1424,5.0,32.0,4.0,2.0,2.0,2.0,3.0,F-6,False,False,True,False,0,Recently Built
5333,7.0,14.0,10.0,1.0,1.0,1.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
4843,7.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,True,False,False,True,0,Brand New (2025)
2057,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
3889,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,True,False,0,Recently Built
1103,5.0,18.0,5.0,2.0,1.0,1.0,2.0,F-6,True,False,True,False,0,Modern Era
5973,6.0,10.0,5.0,1.0,1.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,1,Brand New (2025)
405,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Emaar Canyon Views,False,False,False,False,0,Brand New (2025)
5944,6.0,20.0,6.0,2.0,2.0,2.0,1.0,G-11,False,False,True,False,0,Modern Era
630,6.0,24.0,6.0,2.0,2.0,3.0,3.0,F-7,False,False,False,False,0,Brand New (2025)
3435,6.0,7.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,True,False,False,False,1,Brand New (2025)
4004,7.0,20.0,9.0,1.0,3.0,2.0,3.0,DHA Phase 2,False,False,False,True,0,Brand New (2025)
3084,4.0,5.0,3.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,0,Brand New (2025)
1028,6.0,6.0,6.0,1.0,1.0,1.0,3.0,I-10,False,False,False,False,0,Recently Built
1378,6.0,20.0,8.0,2.0,2.0,2.0,3.0,F-10,False,False,False,False,0,Vintage
5101,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Ghauri Town,False,False,True,False,0,Recently Built
3339,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-11,False,False,False,True,0,Brand New (2025)
1426,5.0,24.0,4.0,2.0,1.0,1.0,2.0,F-8,False,False,True,False,0,Established
2606,6.0,6.0,5.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,True,False,0,Brand New (2025)
4523,6.0,6.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
469,2.0,5.0,2.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,0,Modern Era
3849,6.0,26.0,7.0,2.0,2.0,1.0,3.0,F-7,False,False,True,False,0,Recently Built
2042,5.0,8.0,5.0,1.0,2.0,1.0,3.0,Jinnah Gardens,False,False,False,False,0,Brand New (2025)
2560,6.0,20.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,True,False,False,0,Brand New (2025)
1573,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,1,Modern Era
5437,6.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Established
493,6.0,11.0,5.0,2.0,2.0,1.0,3.0,Bani Gala,False,False,False,False,0,Brand New (2025)
202,6.0,20.0,5.0,1.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
6128,6.0,10.0,5.0,1.0,1.0,1.0,1.0,E-11,False,False,False,False,0,Recently Built
1602,5.0,8.0,5.0,1.0,2.0,1.0,2.0,Mumtaz City,False,False,False,False,0,Recently Built
1228,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
1398,6.0,20.0,6.0,1.0,1.0,1.0,1.0,F-11,False,False,False,False,0,Recently Built
5585,6.0,26.0,5.0,1.0,2.0,1.0,2.0,F-8,False,False,False,True,1,Recently Built
3252,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
4968,6.0,10.0,5.0,1.0,1.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
945,4.0,5.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
1442,3.0,8.0,3.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,True,1,Recently Built
5273,4.0,5.0,3.0,1.0,2.0,1.0,1.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
5716,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,True,False,0,Recently Built
5793,6.0,10.0,6.0,1.0,1.0,1.0,2.0,E-11,False,False,False,False,0,Recently Built
5978,3.0,3.0,3.0,1.0,1.0,1.0,2.0,Ghauri Town,False,False,False,False,0,Brand New (2025)
2784,7.0,48.0,6.0,2.0,2.0,2.0,2.0,G-6,True,False,False,False,1,Recently Built
6286,6.0,5.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,True,0,Brand New (2025)
1743,6.0,11.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
2964,6.0,8.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,1,Brand New (2025)
30,6.0,10.0,5.0,1.0,1.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
6284,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
4514,6.0,10.0,5.0,1.0,3.0,1.0,2.0,B-17,True,False,False,False,0,Brand New (2025)
5962,6.0,20.0,6.0,2.0,1.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
6012,3.0,5.0,3.0,1.0,1.0,1.0,3.0,Bahria Town,False,False,False,False,0,Recently Built
1278,5.0,5.0,4.0,2.0,3.0,1.0,1.0,Lehtrar Road,False,False,False,False,0,Recently Built
6103,6.0,8.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Brand New (2025)
1362,4.0,5.0,4.0,1.0,2.0,1.0,2.0,Shah Allah Ditta,False,False,False,False,1,Recently Built
3957,5.0,12.0,5.0,1.0,2.0,1.0,3.0,Bahria Town,False,False,False,False,0,Recently Built
3530,3.0,5.0,3.0,1.0,1.0,1.0,1.0,E-18,False,False,False,False,0,Brand New (2025)
5695,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-14,False,False,True,False,0,Brand New (2025)
6460,6.0,20.0,5.0,2.0,1.0,1.0,2.0,DHA Phase 2,False,True,False,False,0,Recently Built
557,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Recently Built
5127,6.0,8.0,5.0,2.0,2.0,1.0,2.0,Shehzad Town,False,False,False,False,0,Modern Era
5697,6.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Recently Built
4928,3.0,4.0,3.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
3384,6.0,8.0,6.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,1,Brand New (2025)
4719,6.0,8.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,True,False,False,False,1,Brand New (2025)
1360,6.0,8.0,5.0,1.0,2.0,1.0,2.0,E-11,False,False,False,False,0,Recently Built
5831,5.0,10.0,5.0,1.0,1.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
3475,6.0,20.0,8.0,1.0,2.0,2.0,2.0,Soan Garden,False,False,False,False,1,Recently Built
261,6.0,10.0,6.0,1.0,3.0,1.0,3.0,Bahria Enclave,True,False,False,False,0,Modern Era
1941,5.0,5.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
4470,6.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
3988,4.0,5.0,4.0,1.0,3.0,1.0,2.0,B-17,True,False,False,False,1,Brand New (2025)
2864,4.0,11.0,4.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,0,Recently Built
1359,6.0,20.0,6.0,2.0,2.0,2.0,1.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
3564,6.0,20.0,6.0,1.0,1.0,1.0,2.0,E-16,False,False,False,False,0,Recently Built
824,6.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
2749,5.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4243,6.0,10.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
4507,7.0,7.0,5.0,1.0,2.0,2.0,2.0,G-10,False,False,False,False,0,Brand New (2025)
5465,6.0,8.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
3631,5.0,9.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Recently Built
2452,4.0,6.0,3.0,2.0,2.0,2.0,2.0,Faisal Hills,False,False,False,False,0,Brand New (2025)
6149,5.0,4.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
4226,6.0,13.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,True,False,False,1,Brand New (2025)
2662,2.0,5.0,2.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,0,Recently Built
2112,6.0,20.0,9.0,2.0,2.0,2.0,3.0,G-13,False,False,False,True,1,Brand New (2025)
4176,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,True,False,False,False,1,Brand New (2025)
5227,6.0,22.0,6.0,1.0,2.0,1.0,2.0,G-16,False,False,False,False,1,Recently Built
1458,5.0,10.0,5.0,1.0,2.0,1.0,2.0,G-11,False,False,False,False,0,Modern Era
2857,5.0,4.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
5027,6.0,8.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
174,6.0,8.0,6.0,2.0,2.0,1.0,2.0,B-17,False,False,False,True,0,Brand New (2025)
5473,4.0,8.0,4.0,1.0,2.0,1.0,2.0,Pakistan Town,False,False,False,False,1,Brand New (2025)
4336,5.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
1957,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
515,4.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,True,False,False,True,1,Brand New (2025)
4026,5.0,20.0,5.0,2.0,2.0,1.0,2.0,F-10,False,False,False,False,0,Modern Era
1184,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,True,False,False,False,0,Modern Era
2443,4.0,5.0,4.0,1.0,2.0,1.0,2.0,Naval Anchorage,False,False,False,False,1,Brand New (2025)
5882,6.0,14.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Brand New (2025)
1420,6.0,12.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,True,False,False,True,0,Brand New (2025)
6447,4.0,5.0,4.0,1.0,1.0,1.0,2.0,Thanda Pani,False,False,False,False,0,Modern Era
3236,4.0,8.0,4.0,1.0,1.0,1.0,1.0,FECHS,True,False,False,False,0,Brand New (2025)
5773,4.0,6.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,True,0,Brand New (2025)
3603,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,0,Future
523,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
3463,6.0,22.0,7.0,2.0,1.0,2.0,2.0,F-8,True,False,False,False,0,Recently Built
501,5.0,8.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Modern Era
5747,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Thanda Pani,False,False,False,False,0,Recently Built
5763,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
1016,5.0,8.0,4.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
6106,6.0,20.0,6.0,2.0,2.0,2.0,2.0,Kuri Road,False,False,False,False,0,Established
6191,7.0,26.0,6.0,2.0,2.0,1.0,2.0,F-8,False,False,False,True,0,Modern Era
6479,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Modern Era
